               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 126,            0.021245,           0.0076777,                   0,             0.93638,             0.92238,             0.97583,             0.69381,            0.021495,           0.0066916,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.020781,            0.007587,                   0,             0.93671,             0.92238,             0.97586,             0.69412,            0.021488,           0.0066893,                   0,            0.005842,            0.005842,            0.005842
                 128,             0.02087,             0.00761,                   0,             0.93734,             0.92203,             0.97592,             0.69405,            0.021491,           0.0066894,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.020755,            0.007581,                   0,             0.93701,             0.92203,               0.976,              0.6942,            0.021487,           0.0066865,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.020749,           0.0075569,                   0,             0.93703,             0.92203,             0.97601,             0.69482,            0.021475,           0.0066824,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.020731,           0.0076264,                   0,             0.93703,             0.92197,             0.97604,             0.69484,            0.021468,           0.0066788,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.020674,           0.0075535,                   0,             0.94269,              0.9182,             0.97652,              0.6948,             0.02147,           0.0066763,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.020797,           0.0076992,                   0,             0.94315,             0.91815,             0.97673,             0.69487,            0.021469,           0.0066748,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.020711,           0.0075967,                   0,             0.94261,             0.91925,             0.97672,             0.69477,            0.021462,           0.0066733,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.020758,           0.0076617,                   0,             0.94224,             0.91986,             0.97669,             0.69504,            0.021458,            0.006671,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.020607,           0.0075358,                   0,             0.93775,             0.92377,              0.9767,             0.69496,            0.021458,           0.0066699,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.020462,           0.0075223,                   0,             0.94067,             0.92167,             0.97667,             0.69543,            0.021456,           0.0066661,                   0,            0.005512,            0.005512,            0.005512
                 138,             0.02049,           0.0074782,                   0,             0.93941,             0.92308,             0.97673,              0.6955,            0.021446,            0.006664,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.020636,           0.0075766,                   0,             0.94766,             0.91507,             0.97682,             0.69615,            0.021443,           0.0066614,                   0,            0.005446,            0.005446,            0.005446
                 140,             0.02051,           0.0074969,                   0,             0.93959,             0.92308,             0.97694,             0.69637,            0.021444,           0.0066566,                   0,            0.005413,            0.005413,            0.005413
